concept_cd,concept_path,name_char,concept_blob,update_date,download_date,import_date,sourcesystem_cd,upload_id,table_name
C69.8:Serum,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Serum\",Overlapping lesion of eye and adnexa:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Amniotic Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Amniotic Fluid\",Overlapping lesion of eye and adnexa:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Cerebrospinal Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Cerebrospinal Fluid\",Overlapping lesion of eye and adnexa:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Bile,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Bile\",Overlapping lesion of eye and adnexa:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Sweat,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Sweat\",Overlapping lesion of eye and adnexa:Sweat,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Feces,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Feces\",Overlapping lesion of eye and adnexa:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Fixed Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Fixed Tissue\",Overlapping lesion of eye and adnexa:Fixed Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Fixed Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Fixed Tissue Block\",Overlapping lesion of eye and adnexa:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Fixed Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Fixed Tissue Block\",Ciliary body:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Frozen Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Frozen Tissue Block\",Ciliary body:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Fixed Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Fixed Tissue Slide\",Ciliary body:Fixed Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Frozen Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Frozen Tissue Slide\",Ciliary body:Frozen Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Fresh Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Fresh Tissue\",Ciliary body:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Microdissected,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Microdissected\",Ciliary body:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.4:Frozen Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Ciliary body\Ciliary body:Frozen Tissue\",Ciliary body:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C69.5:RNA, poly-A enriched","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:RNA, poly-A enriched\","Lacrimal gland:RNA, poly-A enriched",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C69.5:RNA, nuclear","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:RNA, nuclear\","Lacrimal gland:RNA, nuclear",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C15.9:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:RNA, cytoplasmic\","Esophagus, NOS:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Total Nucleic Acid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Total Nucleic Acid\","Esophagus, NOS:Total Nucleic Acid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Whole Genome Amplified DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Whole Genome Amplified DNA\","Esophagus, NOS:Whole Genome Amplified DNA",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Frozen Cell Pellet\","Esophagus, NOS:Frozen Cell Pellet",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Fixed Cell Block\","Esophagus, NOS:Fixed Cell Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Frozen Cell Block\","Esophagus, NOS:Frozen Cell Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Cryopreserved Cells\","Esophagus, NOS:Cryopreserved Cells",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Whole Bone Marrow,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Whole Bone Marrow\","Esophagus, NOS:Whole Bone Marrow",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Plasma\","Esophagus, NOS:Plasma",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Body Cavity Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Body Cavity Fluid\","Esophagus, NOS:Body Cavity Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Slide\",Overlapping lesion of brain and central nervous system:Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Whole Bone Marrow,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Whole Bone Marrow\",Overlapping lesion of brain and central nervous system:Whole Bone Marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Plasma\",Overlapping lesion of brain and central nervous system:Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Body Cavity Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Body Cavity Fluid\",Overlapping lesion of brain and central nervous system:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Pericardial Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Pericardial Fluid\",Overlapping lesion of brain and central nervous system:Pericardial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Lavage,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Lavage\",Overlapping lesion of brain and central nervous system:Lavage,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Whole Blood\",Overlapping lesion of brain and central nervous system:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Frozen Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Frozen Tissue Block\",Overlapping lesion of eye and adnexa:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Fixed Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Fixed Tissue Slide\",Overlapping lesion of eye and adnexa:Fixed Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Frozen Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Frozen Tissue Slide\",Overlapping lesion of eye and adnexa:Frozen Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Fresh Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Fresh Tissue\",Overlapping lesion of eye and adnexa:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Microdissected,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Microdissected\",Overlapping lesion of eye and adnexa:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.8:Frozen Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of eye and adnexa\Overlapping lesion of eye and adnexa:Frozen Tissue\",Overlapping lesion of eye and adnexa:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C69.3:RNA, poly-A enriched","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:RNA, poly-A enriched\","Choroid:RNA, poly-A enriched",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C69.3:RNA, nuclear","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:RNA, nuclear\","Choroid:RNA, nuclear",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:protein,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:protein\",Choroid:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:protein,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:protein\",Lacrimal gland:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Whole Blood\","Esophagus, NOS:Whole Blood",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:cDNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:cDNA\",Lacrimal gland:cDNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:RNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:RNA\",Lacrimal gland:RNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:DNA\",Lacrimal gland:DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4:Serum,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon:Serum\,Transverse colon:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C69.5:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:RNA, cytoplasmic\","Lacrimal gland:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Total Nucleic Acid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Total Nucleic Acid\",Lacrimal gland:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Whole Genome Amplified DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Whole Genome Amplified DNA\",Lacrimal gland:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Frozen Cell Pellet,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Frozen Cell Pellet\",Lacrimal gland:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Fixed Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Fixed Cell Block\",Lacrimal gland:Fixed Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Frozen Cell Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Frozen Cell Block\",Lacrimal gland:Frozen Cell Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.5:Cryopreserved Cells,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Lacrimal gland\Lacrimal gland:Cryopreserved Cells\",Lacrimal gland:Cryopreserved Cells,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Pericardial Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Pericardial Fluid\","Esophagus, NOS:Pericardial Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Lavage,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Lavage\","Esophagus, NOS:Lavage",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Vitreous Fluid\","Esophagus, NOS:Vitreous Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Gastric Fluid\","Esophagus, NOS:Gastric Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Bone Marrow Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Bone Marrow Plasma\","Esophagus, NOS:Bone Marrow Plasma",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Urine,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Urine\","Esophagus, NOS:Urine",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Serum,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Serum\","Esophagus, NOS:Serum",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Amniotic Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Amniotic Fluid\","Esophagus, NOS:Amniotic Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Cerebrospinal Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Cerebrospinal Fluid\","Esophagus, NOS:Cerebrospinal Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Bile,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Bile\","Esophagus, NOS:Bile",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.9:Synovial Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Esophagus, NOS\Esophagus, NOS:Synovial Fluid\","Esophagus, NOS:Synovial Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Vitreous Fluid\",Overlapping lesion of brain and central nervous system:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Gastric Fluid\",Overlapping lesion of brain and central nervous system:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:Whole Genome Amplified DNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:Whole Genome Amplified DNA\",Choroid:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Bone Marrow Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Bone Marrow Plasma\",Overlapping lesion of brain and central nervous system:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Urine,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Urine\",Overlapping lesion of brain and central nervous system:Urine,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Serum,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Serum\",Overlapping lesion of brain and central nervous system:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Amniotic Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Amniotic Fluid\",Overlapping lesion of brain and central nervous system:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Cerebrospinal Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Cerebrospinal Fluid\",Overlapping lesion of brain and central nervous system:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C72.8:Bile,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Overlapping lesion of brain and central nervous system\Overlapping lesion of brain and central nervous system:Bile\",Overlapping lesion of brain and central nervous system:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C69.3:cDNA,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\Choroid\Choroid:cDNA\",Choroid:cDNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
